Continent,Count,Range,StdDev,Skewness,Skew_method,Estimated_Peaks,Ratio(Max/P01_nonzero)
Africa,300,2.842401194345791,0.5850909679571361,-0.4040350705336623,moment,1.0,521.75
Central_Asia,299,2.7101173651118162,0.5265997456034647,-1.308156045951512,moment,2.0,256.5
Southeast_Asia,301,3.0094508957986936,0.6986483434239189,-0.7262330851844319,moment,2.0,433.05084745762707
