ID,Name,Length,Time_years,Haplogroup_PCA,Continent
76,76_L1,0.000199,11055.55556,L1,Africa
77,77_L1,9.50E-05,5277.777778,L1,Africa
78,78_L1,0.000232,12888.88889,L1,Africa
79,79_L1,0.000191,10611.11111,L1,Africa
80,80_L1,0.000147,8166.666667,L1,Africa
81,81_L1,0.000125,6944.444444,L1,Africa
82,82_L1,0.000125,6944.444444,L1,Africa
83,83_L1,0.000213,11833.33333,L1,Africa
84,84_L1,0.000213,11833.33333,L1,Africa
85,85_L1,0.000273,15166.66667,L1,Africa
86,86_L1,0.000237,13166.66667,L1,Africa
87,87_L1,0.000255,14166.66667,L1,Africa
88,88_L1,5.50E-05,3055.555556,L1,Africa
89,89_L1,0.000642,35666.66667,L1,Africa
90,90_L1,9.80E-05,5444.444444,L1,Africa
91,91_L1,1.20E-05,666.6666667,L1,Africa
92,92_L1,1.20E-05,666.6666667,L1,Africa
93,93_L1,1.90E-05,1055.555556,L1,Africa
94,94_L1,1.90E-05,1055.555556,L1,Africa
95,95_L1,0.000132,7333.333333,L1,Africa
96,96_L1,0.000132,7333.333333,L1,Africa
97,97_L1,0.000148,8222.222222,L1,Africa
98,98_L1,0.000148,8222.222222,L1,Africa
99,99_L1,0.000216,12000,L1,Africa
100,100_L1,0.000216,12000,L1,Africa
101,101_L1,4.30E-05,2388.888889,L1,Africa
102,102_L1,4.30E-05,2388.888889,L1,Africa
103,103_L1,9.10E-05,5055.555556,L1,Africa
104,104_L1,9.10E-05,5055.555556,L1,Africa
105,105_L1,0,0,L1,Africa
106,106_L1,0,0,L1,Africa
107,107_L1,5.50E-05,3055.555556,L1,Africa
108,108_L1,0,0,L1,Africa
109,109_L1,5.50E-05,3055.555556,L1,Africa
110,110_L1,0,0,L1,Africa
111,111_L1,0,0,L1,Africa
112,112_L1,0,0,L1,Africa
113,113_L1,0.000219,12166.66667,L1,Africa
114,114_L1,6.00E-06,333.3333333,L1,Africa
115,115_L1,6.00E-06,333.3333333,L1,Africa
116,116_L1,8.30E-05,4611.111111,L1,Africa
117,117_L1,6.00E-05,3333.333333,L1,Africa
118,118_L1,8.30E-05,4611.111111,L1,Africa
119,119_L1,8.00E-05,4444.444444,L1,Africa
120,120_L1,0.000613,34055.55556,L1,Africa
121,121_L1,0.000613,34055.55556,L1,Africa
122,122_L1,0.000867,48166.66667,L1,Africa
123,123_L1,0.000932,51777.77778,L1,Africa
124,124_L1,0.000932,51777.77778,L1,Africa
125,125_L1,0.001015,56388.88889,L1,Africa
126,126_L1,0.000583,32388.88889,L1,Africa
127,127_L1,0.000259,14388.88889,L1,Africa
128,128_L1,5.00E-05,2777.777778,L1,Africa
129,129_L1,2.00E-05,1111.111111,L1,Africa
130,130_L1,0.000259,14388.88889,L1,Africa
131,131_L1,2.00E-05,1111.111111,L1,Africa
132,132_L1,2.50E-05,1388.888889,L1,Africa
133,133_L1,4.10E-05,2277.777778,L1,Africa
134,134_L1,2.40E-05,1333.333333,L1,Africa
135,135_L1,3.30E-05,1833.333333,L1,Africa
136,136_L1,2.40E-05,1333.333333,L1,Africa
137,137_L1,2.90E-05,1611.111111,L1,Africa
138,138_L1,2.90E-05,1611.111111,L1,Africa
139,139_L1,0.000355,19722.22222,L1,Africa
140,140_L1,0.000355,19722.22222,L1,Africa
141,141_L1,0.000146,8111.111111,L1,Africa
142,142_L1,0.000146,8111.111111,L1,Africa
143,143_L1,9.10E-05,5055.555556,L1,Africa
144,144_L1,9.10E-05,5055.555556,L1,Africa
145,145_L1,3.70E-05,2055.555556,L1,Africa
146,146_L1,3.70E-05,2055.555556,L1,Africa
147,147_L1,2.80E-05,1555.555556,L1,Africa
148,148_L1,2.80E-05,1555.555556,L1,Africa
149,149_L1,7.90E-05,4388.888889,L1,Africa
150,150_L1,5.70E-05,3166.666667,L1,Africa
151,151_L1,4.00E-06,222.2222222,L1,Africa
152,152_L1,4.00E-06,222.2222222,L1,Africa
153,153_L1,0.000169,9388.888889,L1,Africa
154,154_L1,2.50E-05,1388.888889,L1,Africa
155,155_L1,2.50E-05,1388.888889,L1,Africa
156,156_L1,0.000127,7055.555556,L1,Africa
157,157_L1,0.001603,89055.55556,L1,Africa
158,158_L2,0.000249,13833.33333,L2,Africa
159,159_L2,0.000128,7111.111111,L2,Africa
160,160_L2,0.000128,7111.111111,L2,Africa
161,161_L2,8.90E-05,4944.444444,L2,Africa
162,162_L2,1.00E-05,555.5555556,L2,Africa
163,163_L2,7.40E-05,4111.111111,L2,Africa
164,164_L2,1.00E-05,555.5555556,L2,Africa
165,165_L2,0.000449,24944.44444,L2,Africa
166,166_L2,0.000459,25500,L2,Africa
167,167_L2,0.000328,18222.22222,L2,Africa
168,168_L2,0,0,L2,Africa
169,169_L2,0,0,L2,Africa
170,170_L2,0.000459,25500,L2,Africa
171,171_L2,0.000116,6444.444444,L2,Africa
172,172_L2,0.000331,18388.88889,L2,Africa
173,173_L2,0.000116,6444.444444,L2,Africa
174,174_L2,0.000331,18388.88889,L2,Africa
175,175_L2,0.000328,18222.22222,L2,Africa
176,176_L2,0.000143,7944.444444,L2,Africa
177,177_L2,3.20E-05,1777.777778,L2,Africa
178,178_L2,3.20E-05,1777.777778,L2,Africa
179,179_L2,0.000328,18222.22222,L2,Africa
180,180_L2,0.000328,18222.22222,L2,Africa
181,181_L2,0.001284,71333.33333,L2,Africa
182,182_L2,0.000208,11555.55556,L2,Africa
183,183_L2,0.000208,11555.55556,L2,Africa
184,184_L3,0.001457,80944.44444,L3,Africa
185,185_L3,0.001174,65222.22222,L3,Africa
186,186_L3,0.001174,65222.22222,L3,Africa
187,187_L3,0.000697,38722.22222,L3,Africa
188,188_L3,0,0,L3,Africa
189,189_L3,0,0,L3,Africa
190,190_L3,0.000488,27111.11111,L3,Africa
191,191_L3,0.000384,21333.33333,L3,Africa
192,192_L3,1.90E-05,1055.555556,L3,Africa
193,193_L3,1.90E-05,1055.555556,L3,Africa
194,194_L3,3.90E-05,2166.666667,L3,Africa
195,195_L3,3.30E-05,1833.333333,L3,Africa
196,196_L3,6.90E-05,3833.333333,L3,Africa
197,197_L3,3.30E-05,1833.333333,L3,Africa
198,198_L3,0.000384,21333.33333,L3,Africa
199,199_L3,0.000177,9833.333333,L3,Africa
200,200_L3,0.000354,19666.66667,L3,Africa
201,201_L3,0.000354,19666.66667,L3,Africa
202,202_L3,0.000374,20777.77778,L3,Africa
203,203_L3,9.60E-05,5333.333333,L3,Africa
204,204_L3,0.000116,6444.444444,L3,Africa
205,205_L3,2.70E-05,1500,L3,Africa
206,206_L3,2.70E-05,1500,L3,Africa
207,207_L3,0,0,L3,Africa
208,208_L3,0,0,L3,Africa
209,209_L3,0,0,L3,Africa
210,210_L3,0.000393,21833.33333,L3,Africa
211,211_L3,7.50E-05,4166.666667,L3,Africa
212,212_L3,0.000102,5666.666667,L3,Africa
213,213_L3,7.50E-05,4166.666667,L3,Africa
214,214_L3,0.0012,66666.66667,L3,Africa
215,215_L3,0.000596,33111.11111,L3,Africa
216,216_L3,0.00074,41111.11111,L3,Africa
217,217_L3,0,0,L3,Africa
218,218_L3,0,0,L3,Africa
219,219_L3,0,0,L3,Africa
220,220_L3,0.000176,9777.777778,L3,Africa
221,221_L3,9.40E-05,5222.222222,L3,Africa
222,222_L3,9.40E-05,5222.222222,L3,Africa
223,223_L3,0.000596,33111.11111,L3,Africa
224,224_L3,0.000326,18111.11111,L3,Africa
225,225_L3,0.000326,18111.11111,L3,Africa
226,226_L3,0,0,L3,Africa
227,227_L3,0,0,L3,Africa
228,228_L3,0,0,L3,Africa
229,229_L3,0,0,L3,Africa
230,230_L3,0,0,L3,Africa
231,231_L3,0.000204,11333.33333,L3,Africa
232,232_L3,0.000546,30333.33333,L3,Africa
233,233_L3,0.000204,11333.33333,L3,Africa
234,234_L3,0.000596,33111.11111,L3,Africa
235,235_L3,0.000231,12833.33333,L3,Africa
236,236_L3,0.000151,8388.888889,L3,Africa
237,237_L3,5.00E-05,2777.777778,L3,Africa
238,238_L3,7.70E-05,4277.777778,L3,Africa
239,239_L3,1.60E-05,888.8888889,L3,Africa
240,240_L3,1.60E-05,888.8888889,L3,Africa
241,241_L3,0.000305,16944.44444,L3,Africa
242,242_L3,0.000151,8388.888889,L3,Africa
243,243_L3,0.000305,16944.44444,L3,Africa
244,244_L3,0,0,L3,Africa
245,245_L3,0,0,L3,Africa
246,246_L3,5.60E-05,3111.111111,L3,Africa
247,247_L3,5.60E-05,3111.111111,L3,Africa
248,248_L3,0.000301,16722.22222,L3,Africa
249,249_L3,0.000301,16722.22222,L3,Africa
250,250_L3,0.000301,16722.22222,L3,Africa
251,251_L3,0,0,L3,Africa
252,252_L3,0,0,L3,Africa
253,253_L3,0,0,L3,Africa
254,254_L3,0,0,L3,Africa
255,255_L3,0.000277,15388.88889,L3,Africa
256,256_L3,0.000691,38388.88889,L3,Africa
257,257_L3,5.00E-05,2777.777778,L3,Africa
258,258_L3,5.00E-05,2777.777778,L3,Africa
259,259_L3,0.000272,15111.11111,L3,Africa
260,260_L3,0.000773,42944.44444,L3,Africa
261,261_L3,0.000773,42944.44444,L3,Africa
262,262_L3,0.000174,9666.666667,L3,Africa
263,263_L3,0.000174,9666.666667,L3,Africa
264,264_L3,0,0,L3,Africa
265,265_L3,0,0,L3,Africa
266,266_L3,0,0,L3,Africa
267,267_L3,0,0,L3,Africa
268,268_L3,0.000948,52666.66667,L3,Africa
269,269_L4,0.000367,20388.88889,L4,Africa
270,270_L4,0.000174,9666.666667,L4,Africa
271,271_L4,6.80E-05,3777.777778,L4,Africa
272,272_L4,1.30E-05,722.2222222,L4,Africa
273,273_L4,1.30E-05,722.2222222,L4,Africa
274,274_L4,2.50E-05,1388.888889,L4,Africa
275,275_L4,3.20E-05,1777.777778,L4,Africa
276,276_L4,2.50E-05,1388.888889,L4,Africa
277,277_L4,7.60E-05,4222.222222,L4,Africa
278,278_L4,6.90E-05,3833.333333,L4,Africa
279,279_L4,6.90E-05,3833.333333,L4,Africa
280,280_L4,9.20E-05,5111.111111,L4,Africa
281,281_L4,9.20E-05,5111.111111,L4,Africa
282,282_L4,0.000927,51500,L4,Africa
283,283_L5,0.000462,25666.66667,L5,Africa
284,284_L5,0.000462,25666.66667,L5,Africa
285,285_M,9.50E-05,5277.777778,M,Africa
286,286_M,9.50E-05,5277.777778,M,Africa
287,287_M,0.000176,9777.777778,M,Africa
288,288_M,0.000412,22888.88889,M,Africa
289,289_M,0.000155,8611.111111,M,Africa
290,290_M,0.000155,8611.111111,M,Africa
291,291_M,0.000406,22555.55556,M,Africa
292,292_M,0.000282,15666.66667,M,Africa
293,293_M,5.50E-05,3055.555556,M,Africa
294,294_M,8.10E-05,4500,M,Africa
295,295_M,5.50E-05,3055.555556,M,Africa
296,296_M,0.000345,19166.66667,M,Africa
297,297_M,0,0,M,Africa
298,298_M,0,0,M,Africa
299,299_M7,0.000238,13222.22222,M7,Africa
300,300_M7,0.000113,6277.777778,M7,Africa
301,301_H,3.10E-05,1722.222222,H,Central_Asia
302,302_H,2.40E-05,1333.333333,H,Central_Asia
303,303_H,1.00E-05,555.5555556,H,Central_Asia
304,304_H,1.00E-05,555.5555556,H,Central_Asia
305,305_H,3.60E-05,2000,H,Central_Asia
306,306_H,2.00E-06,111.1111111,H,Central_Asia
307,307_H,5.00E-06,277.7777778,H,Central_Asia
308,308_H,4.00E-06,222.2222222,H,Central_Asia
309,309_H,2.00E-06,111.1111111,H,Central_Asia
310,310_H,2.70E-05,1500,H,Central_Asia
311,311_H,2.70E-05,1500,H,Central_Asia
312,312_H,3.50E-05,1944.444444,H,Central_Asia
313,313_H,6.50E-05,3611.111111,H,Central_Asia
314,314_U,0.000168,9333.333333,U,Central_Asia
315,315_U,7.00E-06,388.8888889,U,Central_Asia
316,316_U,6.00E-06,333.3333333,U,Central_Asia
317,317_U,6.00E-06,333.3333333,U,Central_Asia
318,318_C,9.60E-05,5333.333333,C,Central_Asia
319,319_C,0.000258,14333.33333,C,Central_Asia
320,320_C,0.000258,14333.33333,C,Central_Asia
321,321_C,0.000258,14333.33333,C,Central_Asia
322,322_C,9.60E-05,5333.333333,C,Central_Asia
323,323_A,0.000579,32166.66667,A,Central_Asia
324,324_A,0.000581,32277.77778,A,Central_Asia
325,325_A,0.000287,15944.44444,A,Central_Asia
326,326_A,0.000472,26222.22222,A,Central_Asia
327,327_B4,0.000523,29055.55556,B4,Central_Asia
328,328_B5,0.001026,57000,B5,Central_Asia
329,329_C,0.000446,24777.77778,C,Central_Asia
330,330_C,0.0003,16666.66667,C,Central_Asia
331,331_C,0.0003,16666.66667,C,Central_Asia
332,332_C,0.000367,20388.88889,C,Central_Asia
333,333_C,0.000367,20388.88889,C,Central_Asia
334,334_C,0.000446,24777.77778,C,Central_Asia
335,335_D4,0.000459,25500,D4,Central_Asia
336,336_D4,0.000517,28722.22222,D4,Central_Asia
337,337_D4,0.000517,28722.22222,D4,Central_Asia
338,338_D4,0.000219,12166.66667,D4,Central_Asia
339,339_D4,0.000399,22166.66667,D4,Central_Asia
340,340_D4,0.000281,15611.11111,D4,Central_Asia
341,341_D4,0.000346,19222.22222,D4,Central_Asia
342,342_D4,0.000493,27388.88889,D4,Central_Asia
343,343_D4,0.000309,17166.66667,D4,Central_Asia
344,344_D4,0.000236,13111.11111,D4,Central_Asia
345,345_D4,0.000407,22611.11111,D4,Central_Asia
346,346_D4,0.000464,25777.77778,D4,Central_Asia
347,347_D4,0.000407,22611.11111,D4,Central_Asia
348,348_D4,0.000452,25111.11111,D4,Central_Asia
349,349_D4,0.000676,37555.55556,D4,Central_Asia
350,350_D4,0.000493,27388.88889,D4,Central_Asia
351,351_D4,0.000527,29277.77778,D4,Central_Asia
352,352_D4,0.000527,29277.77778,D4,Central_Asia
353,353_D5,0.000808,44888.88889,D5,Central_Asia
354,354_D5,0.000619,34388.88889,D5,Central_Asia
355,355_D5,0.000808,44888.88889,D5,Central_Asia
356,356_F1,0.000195,10833.33333,F1,Central_Asia
357,357_F1,0.00071,39444.44444,F1,Central_Asia
358,358_F1,8.30E-05,4611.111111,F1,Central_Asia
359,359_F1,0.00033,18333.33333,F1,Central_Asia
360,360_F1,0.000199,11055.55556,F1,Central_Asia
361,361_F2,0.000242,13444.44444,F2,Central_Asia
362,362_G1,0,0,G1,Central_Asia
363,363_G1,0,0,G1,Central_Asia
364,364_G2,0.000766,42555.55556,G2,Central_Asia
365,365_G2,0.00017,9444.444444,G2,Central_Asia
366,366_G2,0.000406,22555.55556,G2,Central_Asia
367,367_G2,8.60E-05,4777.777778,G2,Central_Asia
368,368_G2,8.60E-05,4777.777778,G2,Central_Asia
369,369_G2,0.000406,22555.55556,G2,Central_Asia
370,370_G2,0.000181,10055.55556,G2,Central_Asia
371,371_G2,0.000181,10055.55556,G2,Central_Asia
372,372_I,0.000322,17888.88889,I,Central_Asia
373,373_I,0.000322,17888.88889,I,Central_Asia
374,374_J,0.000315,17500,J,Central_Asia
375,375_J,0.0003,16666.66667,J,Central_Asia
376,376_J,0.0003,16666.66667,J,Central_Asia
377,377_J,0.000355,19722.22222,J,Central_Asia
378,378_J,0.000355,19722.22222,J,Central_Asia
379,379_J,0.000538,29888.88889,J,Central_Asia
380,380_J,0.000538,29888.88889,J,Central_Asia
381,381_K,0.000819,45500,K,Central_Asia
382,382_N1,0.000148,8222.222222,N1,Central_Asia
383,383_N1,0.000148,8222.222222,N1,Central_Asia
384,384_N1,0.000854,47444.44444,N1,Central_Asia
385,385_N9,0.000485,26944.44444,N9,Central_Asia
386,386_N9,0.000485,26944.44444,N9,Central_Asia
387,387_N9,0.000485,26944.44444,N9,Central_Asia
388,388_R,0.000134,7444.444444,R,Central_Asia
389,389_R1,0.000311,17277.77778,R1,Central_Asia
390,390_R9b,6.80E-05,3777.777778,R9b,Central_Asia
391,391_T,0.000255,14166.66667,T,Central_Asia
392,392_T,0.000255,14166.66667,T,Central_Asia
393,393_T,0.000255,14166.66667,T,Central_Asia
394,394_T,0.000188,10444.44444,T,Central_Asia
395,395_T,0.000188,10444.44444,T,Central_Asia
396,396_T,0,0,T,Central_Asia
397,397_T,0,0,T,Central_Asia
398,398_T,0.000303,16833.33333,T,Central_Asia
399,399_T,8.80E-05,4888.888889,T,Central_Asia
400,400_T,8.80E-05,4888.888889,T,Central_Asia
401,401_T,0.000303,16833.33333,T,Central_Asia
402,402_U,0.000802,44555.55556,U,Central_Asia
403,403_U,0.000101,5611.111111,U,Central_Asia
404,404_U,0.000289,16055.55556,U,Central_Asia
405,405_U,0.000478,26555.55556,U,Central_Asia
406,406_U,0.000478,26555.55556,U,Central_Asia
407,407_U,0.000361,20055.55556,U,Central_Asia
408,408_U,0.000265,14722.22222,U,Central_Asia
409,409_U,0.000103,5722.222222,U,Central_Asia
410,410_U,0,0,U,Central_Asia
411,411_U,0,0,U,Central_Asia
412,412_U,0.000223,12388.88889,U,Central_Asia
413,413_U,0.000223,12388.88889,U,Central_Asia
414,414_U,0.000454,25222.22222,U,Central_Asia
415,415_V,0.000241,13388.88889,V,Central_Asia
416,416_W,0.00022,12222.22222,W,Central_Asia
417,417_W,0.000135,7500,W,Central_Asia
418,418_W,0.000135,7500,W,Central_Asia
419,419_W,0.00049,27222.22222,W,Central_Asia
420,420_X,0.000221,12277.77778,X,Central_Asia
421,421_Z,0.000242,13444.44444,Z,Central_Asia
422,422_Z,0.00022,12222.22222,Z,Central_Asia
423,423_Z,0.000492,27333.33333,Z,Central_Asia
424,424_Z,0.000348,19333.33333,Z,Central_Asia
425,425_H,0.000257,14277.77778,H,Central_Asia
426,426_H,0.000244,13555.55556,H,Central_Asia
427,427_H,0.000244,13555.55556,H,Central_Asia
428,428_H,0.000242,13444.44444,H,Central_Asia
429,429_H,0.000237,13166.66667,H,Central_Asia
430,430_H,0.000198,11000,H,Central_Asia
431,431_H,0.000263,14611.11111,H,Central_Asia
432,432_H,0.000237,13166.66667,H,Central_Asia
433,433_H,0.000237,13166.66667,H,Central_Asia
434,434_H,0.000263,14611.11111,H,Central_Asia
435,435_H,0.000148,8222.222222,H,Central_Asia
436,436_H,7.70E-05,4277.777778,H,Central_Asia
437,437_H,3.50E-05,1944.444444,H,Central_Asia
438,438_H,3.50E-05,1944.444444,H,Central_Asia
439,439_H,0.000213,11833.33333,H,Central_Asia
440,440_H,0.000213,11833.33333,H,Central_Asia
441,441_H,0.000183,10166.66667,H,Central_Asia
442,442_H,0.000257,14277.77778,H,Central_Asia
443,443_H,0.000244,13555.55556,H,Central_Asia
444,444_H,0.000218,12111.11111,H,Central_Asia
445,445_H,0.000263,14611.11111,H,Central_Asia
446,446_H,0.000353,19611.11111,H,Central_Asia
447,447_H,0.000353,19611.11111,H,Central_Asia
448,448_H,0.000204,11333.33333,H,Central_Asia
449,449_H,0.000204,11333.33333,H,Central_Asia
450,450_H,0.000257,14277.77778,H,Central_Asia
451,451_H,0.000217,12055.55556,H,Central_Asia
452,452_R,9.60E-05,5333.333333,R,Central_Asia
453,453_R,0.000151,8388.888889,R,Central_Asia
454,454_R,0.000311,17277.77778,R,Central_Asia
455,455_R,0.000311,17277.77778,R,Central_Asia
456,456_R,0.000311,17277.77778,R,Central_Asia
457,457_R,0.000586,32555.55556,R,Central_Asia
458,458_R,0.000586,32555.55556,R,Central_Asia
459,459_R,0.000464,25777.77778,R,Central_Asia
460,460_R,0,0,R,Central_Asia
461,461_R,0,0,R,Central_Asia
462,462_N,0.000713,39611.11111,N,Central_Asia
463,463_R,0.000985,54722.22222,R,Central_Asia
464,464_R,0.000713,39611.11111,R,Central_Asia
465,465_T,0.000303,16833.33333,T,Central_Asia
466,466_T,0.000303,16833.33333,T,Central_Asia
467,467_D4,2.40E-05,1333.333333,D4,Central_Asia
468,468_D4,5.30E-05,2944.444444,D4,Central_Asia
469,469_D4,2.40E-05,1333.333333,D4,Central_Asia
470,470_D4,0.000101,5611.111111,D4,Central_Asia
471,471_D4,5.30E-05,2944.444444,D4,Central_Asia
472,472_D4,0.000133,7388.888889,D4,Central_Asia
473,473_D4,0.000137,7611.111111,D4,Central_Asia
474,474_D4,0.000133,7388.888889,D4,Central_Asia
475,475_D4,0.000133,7388.888889,D4,Central_Asia
476,476_D4,0.00021,11666.66667,D4,Central_Asia
477,477_D4,6.30E-05,3500,D4,Central_Asia
478,478_D4,6.30E-05,3500,D4,Central_Asia
479,479_D4,8.30E-05,4611.111111,D4,Central_Asia
480,480_D4,4.10E-05,2277.777778,D4,Central_Asia
481,481_D4,4.10E-05,2277.777778,D4,Central_Asia
482,482_D4,0.00021,11666.66667,D4,Central_Asia
483,483_D4,0.000365,20277.77778,D4,Central_Asia
484,484_D4,0.000219,12166.66667,D4,Central_Asia
485,485_D4,3.30E-05,1833.333333,D4,Central_Asia
486,486_D4,3.30E-05,1833.333333,D4,Central_Asia
487,487_D4,7.10E-05,3944.444444,D4,Central_Asia
488,488_D4,0.000299,16611.11111,D4,Central_Asia
489,489_D4,0.000299,16611.11111,D4,Central_Asia
490,490_D4,0.000281,15611.11111,D4,Central_Asia
491,491_D4,0.000281,15611.11111,D4,Central_Asia
492,492_D4,0.000281,15611.11111,D4,Central_Asia
493,493_D4,0.000164,9111.111111,D4,Central_Asia
494,494_D4,0.000164,9111.111111,D4,Central_Asia
495,495_D4,0.000403,22388.88889,D4,Central_Asia
496,496_D4,9.50E-05,5277.777778,D4,Central_Asia
497,497_D4,9.50E-05,5277.777778,D4,Central_Asia
498,498_D4,0.000236,13111.11111,D4,Central_Asia
499,499_D4,0.000236,13111.11111,D4,Central_Asia
500,500_D4,0.000464,25777.77778,D4,Central_Asia
501,501_D4,0.000464,25777.77778,D4,Central_Asia
502,502_D4,0.000284,15777.77778,D4,Central_Asia
503,503_D4,0.000284,15777.77778,D4,Central_Asia
504,504_D4,0.000341,18944.44444,D4,Central_Asia
505,505_D4,0.000352,19555.55556,D4,Central_Asia
506,506_F1,0.000221,12277.77778,F1,Central_Asia
507,507_F1,0.000221,12277.77778,F1,Central_Asia
508,508_F1,0.000203,11277.77778,F1,Central_Asia
509,509_F1,0.000195,10833.33333,F1,Central_Asia
510,510_F1,0.000183,10166.66667,F1,Central_Asia
511,511_F1,0.000183,10166.66667,F1,Central_Asia
512,512_F1,0.00033,18333.33333,F1,Central_Asia
513,513_F1,8.30E-05,4611.111111,F1,Central_Asia
514,514_F1,0.000326,18111.11111,F1,Central_Asia
515,515_F1,0.000326,18111.11111,F1,Central_Asia
516,516_G2,0.00017,9444.444444,G2,Central_Asia
517,517_G2,0.000369,20500,G2,Central_Asia
518,518_G2,0.000369,20500,G2,Central_Asia
519,519_G2,0.000369,20500,G2,Central_Asia
520,520_U,0.000483,26833.33333,U,Central_Asia
521,521_U,0.00039,21666.66667,U,Central_Asia
522,522_U,0.00039,21666.66667,U,Central_Asia
523,523_U,0.000478,26555.55556,U,Central_Asia
524,524_U,0.000454,25222.22222,U,Central_Asia
525,525_Z,0.00022,12222.22222,Z,Central_Asia
526,526_Z,0.000492,27333.33333,Z,Central_Asia
527,527_Z,0.000492,27333.33333,Z,Central_Asia
528,528_Z,0.000435,24166.66667,Z,Central_Asia
529,529_Z,0.000435,24166.66667,Z,Central_Asia
530,530_Z,0.000348,19333.33333,Z,Central_Asia
531,531_Z,0.000348,19333.33333,Z,Central_Asia
532,532_Z,0.000202,11222.22222,Z,Central_Asia
533,533_Z,0.000202,11222.22222,Z,Central_Asia
534,534_X,0.000677,37611.11111,X,Central_Asia
535,535_X,0.000221,12277.77778,X,Central_Asia
536,536_Y,0.000185,10277.77778,Y,Central_Asia
537,537_Y,0.00017,9444.444444,Y,Central_Asia
538,538_Y,0.00017,9444.444444,Y,Central_Asia
539,539_Y,0.000185,10277.77778,Y,Central_Asia
540,540_C,0.000162,9000,C,Central_Asia
541,541_C,0.000162,9000,C,Central_Asia
542,542_C,4.00E-06,222.2222222,C,Central_Asia
543,543_C,4.00E-06,222.2222222,C,Central_Asia
544,544_C,7.80E-05,4333.333333,C,Central_Asia
545,545_C,0.00019,10555.55556,C,Central_Asia
546,546_C,0.000108,6000,C,Central_Asia
547,547_C,0.000101,5611.111111,C,Central_Asia
548,548_C,0.000101,5611.111111,C,Central_Asia
