ID,Name,Length,Time_years,Haplogroup_PCA,Continent
549,549_H,8.60E-05,4777.777778,H,Central_Asia
550,550_H,0.000115,6388.888889,H,Central_Asia
551,551_H,4.00E-05,2222.222222,H,Central_Asia
552,552_H,0.000102,5666.666667,H,Central_Asia
553,553_H,2.80E-05,1555.555556,H,Central_Asia
554,554_H,1.80E-05,1000,H,Central_Asia
555,555_H,1.80E-05,1000,H,Central_Asia
556,556_H,0.000198,11000,H,Central_Asia
557,557_H,4.20E-05,2333.333333,H,Central_Asia
558,558_H,6.00E-06,333.3333333,H,Central_Asia
559,559_H,2.70E-05,1500,H,Central_Asia
560,560_H,1.80E-05,1000,H,Central_Asia
561,561_H,2.70E-05,1500,H,Central_Asia
562,562_H,1.50E-05,833.3333333,H,Central_Asia
563,563_H,2.80E-05,1555.555556,H,Central_Asia
564,564_H,6.00E-06,333.3333333,H,Central_Asia
565,565_H,2.80E-05,1555.555556,H,Central_Asia
566,566_H,9.80E-05,5444.444444,H,Central_Asia
567,567_H,8.90E-05,4944.444444,H,Central_Asia
568,568_H,9.60E-05,5333.333333,H,Central_Asia
569,569_H,9.60E-05,5333.333333,H,Central_Asia
570,570_H,8.90E-05,4944.444444,H,Central_Asia
571,571_U,0.000289,16055.55556,U,Central_Asia
572,572_U,0.000289,16055.55556,U,Central_Asia
573,573_U,0,0,U,Central_Asia
574,574_U,0,0,U,Central_Asia
575,575_U,0,0,U,Central_Asia
576,576_U,0,0,U,Central_Asia
577,577_U,0,0,U,Central_Asia
578,578_U,0,0,U,Central_Asia
579,579_U,0,0,U,Central_Asia
580,580_U,0,0,U,Central_Asia
581,581_U,0,0,U,Central_Asia
582,582_U,0.000156,8666.666667,U,Central_Asia
583,583_U,0.000156,8666.666667,U,Central_Asia
584,584_U,3.20E-05,1777.777778,U,Central_Asia
585,585_U,3.20E-05,1777.777778,U,Central_Asia
586,586_U,8.70E-05,4833.333333,U,Central_Asia
587,587_U,0.000156,8666.666667,U,Central_Asia
588,588_U,0.000156,8666.666667,U,Central_Asia
589,589_U,5.70E-05,3166.666667,U,Central_Asia
590,590_U,5.70E-05,3166.666667,U,Central_Asia
591,591_U,8.00E-06,444.4444444,U,Central_Asia
592,592_U,1.90E-05,1055.555556,U,Central_Asia
593,593_U,2.60E-05,1444.444444,U,Central_Asia
594,594_U,2.60E-05,1444.444444,U,Central_Asia
595,595_U,3.80E-05,2111.111111,U,Central_Asia
596,596_U,8.00E-06,444.4444444,U,Central_Asia
597,597_U,3.40E-05,1888.888889,U,Central_Asia
598,598_C,0.000258,14333.33333,C,Central_Asia
599,599_C,0.000108,6000,C,Central_Asia
600,600_M,7.00E-05,3888.888889,M,Southeast_Asia
601,601_M10,0,0,M10,Southeast_Asia
602,602_M10,0.000298,16555.55556,M10,Southeast_Asia
603,603_M10,3.10E-05,1722.222222,M10,Southeast_Asia
604,604_M10,0,0,M10,Southeast_Asia
605,605_M10,0.000236,13111.11111,M10,Southeast_Asia
606,606_M11,0.000823,45722.22222,M11,Southeast_Asia
607,607_M12,0.000217,12055.55556,M12,Southeast_Asia
608,608_M,0.000534,29666.66667,M,Southeast_Asia
609,609_M12,0.000217,12055.55556,M12,Southeast_Asia
610,610_M12,0.000296,16444.44444,M12,Southeast_Asia
611,611_M12,0.000541,30055.55556,M12,Southeast_Asia
612,612_M12,0.000154,8555.555556,M12,Southeast_Asia
613,613_M12,0.000368,20444.44444,M12,Southeast_Asia
614,614_M12,0.000307,17055.55556,M12,Southeast_Asia
615,615_M12,8.40E-05,4666.666667,M12,Southeast_Asia
616,616_M12,1.20E-05,666.6666667,M12,Southeast_Asia
617,617_M12,0,0,M12,Southeast_Asia
618,618_M12,0,0,M12,Southeast_Asia
619,619_M13,0.001022,56777.77778,M13,Southeast_Asia
620,620_M13,0.000768,42666.66667,M13,Southeast_Asia
621,621_M13,1.90E-05,1055.555556,M13,Southeast_Asia
622,622_M13,3.00E-05,1666.666667,M13,Southeast_Asia
623,623_M17,0.000381,21166.66667,M17,Southeast_Asia
624,624_M17,0.000662,36777.77778,M17,Southeast_Asia
625,625_M17,0,0,M17,Southeast_Asia
626,626_M17,0.000259,14388.88889,M17,Southeast_Asia
627,627_M18,0.000663,36833.33333,M18,Southeast_Asia
628,628_M,0.001022,56777.77778,M,Southeast_Asia
629,629_M20,0.000534,29666.66667,M20,Southeast_Asia
630,630_M21,0.000914,50777.77778,M21,Southeast_Asia
631,631_M21,0.000377,20944.44444,M21,Southeast_Asia
632,632_M21,0.000377,20944.44444,M21,Southeast_Asia
633,633_M21,0.000855,47500,M21,Southeast_Asia
634,634_M21,0.000855,47500,M21,Southeast_Asia
635,635_M22,0.000228,12666.66667,M22,Southeast_Asia
636,636_M,0.000501,27833.33333,M,Southeast_Asia
637,637_M,0.000501,27833.33333,M,Southeast_Asia
638,638_M24,8.40E-05,4666.666667,M24,Southeast_Asia
639,639_M24,0.000259,14388.88889,M24,Southeast_Asia
640,640_M,0.000632,35111.11111,M,Southeast_Asia
641,641_M,0.000733,40722.22222,M,Southeast_Asia
642,642_M,0.000733,40722.22222,M,Southeast_Asia
643,643_M30,0.000357,19833.33333,M30,Southeast_Asia
644,644_M30,0.000357,19833.33333,M30,Southeast_Asia
645,645_M,0.000697,38722.22222,M,Southeast_Asia
646,646_M33,0.000548,30444.44444,M33,Southeast_Asia
647,647_M33,0.00049,27222.22222,M33,Southeast_Asia
648,648_M33,0.00049,27222.22222,M33,Southeast_Asia
649,649_M33,0.000603,33500,M33,Southeast_Asia
650,650_M,0.001022,56777.77778,M,Southeast_Asia
651,651_M,0.00043,23888.88889,M,Southeast_Asia
652,652_M,0.00043,23888.88889,M,Southeast_Asia
653,653_M38,0.00068,37777.77778,M38,Southeast_Asia
654,654_M38,0.000663,36833.33333,M38,Southeast_Asia
655,655_M,0.000612,34000,M,Southeast_Asia
656,656_M3c,0.000475,26388.88889,M3c,Southeast_Asia
657,657_M3c,0.000475,26388.88889,M3c,Southeast_Asia
658,658_M,0.00082,45555.55556,M,Southeast_Asia
659,659_M,0.001022,56777.77778,M,Southeast_Asia
660,660_M,0.000885,49166.66667,M,Southeast_Asia
661,661_M,9.90E-05,5500,M,Southeast_Asia
662,662_M,0.000252,14000,M,Southeast_Asia
663,663_M13,0,0,M13,Southeast_Asia
664,664_M,0.000663,36833.33333,M,Southeast_Asia
665,665_M13,0,0,M13,Southeast_Asia
666,666_M49,0.000329,18277.77778,M49,Southeast_Asia
667,667_M,0.000253,14055.55556,M,Southeast_Asia
668,668_M74,0.000117,6500,M74,Southeast_Asia
669,669_M74,1.30E-05,722.2222222,M74,Southeast_Asia
670,670_M74,0.000594,33000,M74,Southeast_Asia
671,671_M74,0.000174,9666.666667,M74,Southeast_Asia
672,672_M75,0.000587,32611.11111,M75,Southeast_Asia
673,673_M76,0,0,M76,Southeast_Asia
674,674_M76,0.000509,28277.77778,M76,Southeast_Asia
675,675_M,0.001022,56777.77778,M,Southeast_Asia
676,676_M,0.000955,53055.55556,M,Southeast_Asia
677,677_M7,0.000873,48500,M7,Southeast_Asia
678,678_M7,0.000873,48500,M7,Southeast_Asia
679,679_M74,0,0,M74,Southeast_Asia
680,680_M74,0,0,M74,Southeast_Asia
681,681_M74,0,0,M74,Southeast_Asia
682,682_M74,0,0,M74,Southeast_Asia
683,683_M74,0,0,M74,Southeast_Asia
684,684_M74,0,0,M74,Southeast_Asia
685,685_M74,0,0,M74,Southeast_Asia
686,686_M74,0,0,M74,Southeast_Asia
687,687_M74,0,0,M74,Southeast_Asia
688,688_M74,0,0,M74,Southeast_Asia
689,689_M74,0,0,M74,Southeast_Asia
690,690_M74,0,0,M74,Southeast_Asia
691,691_M74,0.000242,13444.44444,M74,Southeast_Asia
692,692_M74,0,0,M74,Southeast_Asia
693,693_M74,0.00016,8888.888889,M74,Southeast_Asia
694,694_M74,0.00016,8888.888889,M74,Southeast_Asia
695,695_M74,0.00016,8888.888889,M74,Southeast_Asia
696,696_M74,1.90E-05,1055.555556,M74,Southeast_Asia
697,697_M74,1.90E-05,1055.555556,M74,Southeast_Asia
698,698_M74,7.00E-05,3888.888889,M74,Southeast_Asia
699,699_M74,7.00E-05,3888.888889,M74,Southeast_Asia
700,700_M74,2.30E-05,1277.777778,M74,Southeast_Asia
701,701_M74,1.30E-05,722.2222222,M74,Southeast_Asia
702,702_M74,1.60E-05,888.8888889,M74,Southeast_Asia
703,703_M74,1.60E-05,888.8888889,M74,Southeast_Asia
704,704_M75,0.000188,10444.44444,M75,Southeast_Asia
705,705_M75,0.000188,10444.44444,M75,Southeast_Asia
706,706_M75,0.000221,12277.77778,M75,Southeast_Asia
707,707_M76,0,0,M76,Southeast_Asia
708,708_M76,0,0,M76,Southeast_Asia
709,709_M76,0,0,M76,Southeast_Asia
710,710_M,9.90E-05,5500,M,Southeast_Asia
711,711_M,5.00E-05,2777.777778,M,Southeast_Asia
712,712_M,5.00E-05,2777.777778,M,Southeast_Asia
713,713_M13,0,0,M13,Southeast_Asia
714,714_M13,0,0,M13,Southeast_Asia
715,715_M13,0,0,M13,Southeast_Asia
716,716_M13,0.000258,14333.33333,M13,Southeast_Asia
717,717_M,0,0,M,Southeast_Asia
718,718_M,0,0,M,Southeast_Asia
719,719_M49,0.000626,34777.77778,M49,Southeast_Asia
720,720_M49,0.000626,34777.77778,M49,Southeast_Asia
721,721_M49,0,0,M49,Southeast_Asia
722,722_M49,0,0,M49,Southeast_Asia
723,723_M,0.000253,14055.55556,M,Southeast_Asia
724,724_M5,0.000914,50777.77778,M5,Southeast_Asia
725,725_M50,0.000955,53055.55556,M50,Southeast_Asia
726,726_M50,0.000929,51611.11111,M50,Southeast_Asia
727,727_M50,0,0,M50,Southeast_Asia
728,728_M50,0,0,M50,Southeast_Asia
729,729_M50,0,0,M50,Southeast_Asia
730,730_M,0.00017,9444.444444,M,Southeast_Asia
731,731_M,0.000308,17111.11111,M,Southeast_Asia
732,732_M,0.00017,9444.444444,M,Southeast_Asia
733,733_M,0.000308,17111.11111,M,Southeast_Asia
734,734_M,0.000121,6722.222222,M,Southeast_Asia
735,735_M,1.40E-05,777.7777778,M,Southeast_Asia
736,736_M,1.00E-05,555.5555556,M,Southeast_Asia
737,737_M,1.40E-05,777.7777778,M,Southeast_Asia
738,738_M,1.00E-05,555.5555556,M,Southeast_Asia
739,739_M,4.40E-05,2444.444444,M,Southeast_Asia
740,740_M,0.000168,9333.333333,M,Southeast_Asia
741,741_M,2.50E-05,1388.888889,M,Southeast_Asia
742,742_M,2.50E-05,1388.888889,M,Southeast_Asia
743,743_M,6.10E-05,3388.888889,M,Southeast_Asia
744,744_M,0,0,M,Southeast_Asia
745,745_M,0,0,M,Southeast_Asia
746,746_M,0,0,M,Southeast_Asia
747,747_M,0.000489,27166.66667,M,Southeast_Asia
748,748_M,0.000489,27166.66667,M,Southeast_Asia
749,749_M,0,0,M,Southeast_Asia
750,750_M,0,0,M,Southeast_Asia
751,751_M,0,0,M,Southeast_Asia
752,752_M,0,0,M,Southeast_Asia
753,753_M,7.00E-05,3888.888889,M,Southeast_Asia
754,754_M,0.000425,23611.11111,M,Southeast_Asia
755,755_M,0,0,M,Southeast_Asia
756,756_M,0.000117,6500,M,Southeast_Asia
757,757_M,1.90E-05,1055.555556,M,Southeast_Asia
758,758_M,1.90E-05,1055.555556,M,Southeast_Asia
759,759_M,5.30E-05,2944.444444,M,Southeast_Asia
760,760_M,0,0,M,Southeast_Asia
761,761_M,0,0,M,Southeast_Asia
762,762_M,0,0,M,Southeast_Asia
763,763_M,0,0,M,Southeast_Asia
764,764_M,1.00E-06,55.55555556,M,Southeast_Asia
765,765_M,0,0,M,Southeast_Asia
766,766_M,1.00E-06,55.55555556,M,Southeast_Asia
767,767_M,2.00E-06,111.1111111,M,Southeast_Asia
768,768_M,0,0,M,Southeast_Asia
769,769_M,0,0,M,Southeast_Asia
770,770_M,0.000287,15944.44444,M,Southeast_Asia
771,771_M,7.00E-05,3888.888889,M,Southeast_Asia
772,772_M,0.000935,51944.44444,M,Southeast_Asia
773,773_M,0.000287,15944.44444,M,Southeast_Asia
774,774_M,0.000929,51611.11111,M,Southeast_Asia
775,775_M,0.000823,45722.22222,M,Southeast_Asia
776,776_M,0.0002,11111.11111,M,Southeast_Asia
777,777_M,0.0002,11111.11111,M,Southeast_Asia
778,778_M10,0,0,M10,Southeast_Asia
779,779_M10,3.10E-05,1722.222222,M10,Southeast_Asia
780,780_M10,0,0,M10,Southeast_Asia
781,781_M12,0.000277,15388.88889,M12,Southeast_Asia
782,782_M,0,0,M,Southeast_Asia
783,783_M,0,0,M,Southeast_Asia
784,784_M12,0.000123,6833.333333,M12,Southeast_Asia
785,785_M12,7.80E-05,4333.333333,M12,Southeast_Asia
786,786_M12,1.20E-05,666.6666667,M12,Southeast_Asia
787,787_M12,0.000123,6833.333333,M12,Southeast_Asia
788,788_M12,0,0,M12,Southeast_Asia
789,789_M12,0,0,M12,Southeast_Asia
790,790_M13,1.90E-05,1055.555556,M13,Southeast_Asia
791,791_M13,9.00E-06,500,M13,Southeast_Asia
792,792_M17,0.000381,21166.66667,M17,Southeast_Asia
793,793_M17,0,0,M17,Southeast_Asia
794,794_M17,0,0,M17,Southeast_Asia
795,795_M17,2.10E-05,1166.666667,M17,Southeast_Asia
796,796_M17,2.10E-05,1166.666667,M17,Southeast_Asia
797,797_M17,7.50E-05,4166.666667,M17,Southeast_Asia
798,798_M22,0.000228,12666.66667,M22,Southeast_Asia
799,799_M22,0.00054,30000,M22,Southeast_Asia
800,800_M22,0.000726,40333.33333,M22,Southeast_Asia
801,801_M24,0,0,M24,Southeast_Asia
802,802_M24,0,0,M24,Southeast_Asia
803,803_M24,0,0,M24,Southeast_Asia
804,804_M24,0,0,M24,Southeast_Asia
805,805_M24,0,0,M24,Southeast_Asia
806,806_M24,8.40E-05,4666.666667,M24,Southeast_Asia
807,807_M24,0.000283,15722.22222,M24,Southeast_Asia
808,808_M24,9.30E-05,5166.666667,M24,Southeast_Asia
809,809_M24,5.80E-05,3222.222222,M24,Southeast_Asia
810,810_M24,5.80E-05,3222.222222,M24,Southeast_Asia
811,811_M,0.000971,53944.44444,M,Southeast_Asia
812,812_M,0.000439,24388.88889,M,Southeast_Asia
813,813_M33,0.000548,30444.44444,M33,Southeast_Asia
814,814_M,0.001022,56777.77778,M,Southeast_Asia
815,815_M,0.000293,16277.77778,M,Southeast_Asia
816,816_M,0.000293,16277.77778,M,Southeast_Asia
817,817_M,0.000445,24722.22222,M,Southeast_Asia
818,818_M,2.90E-05,1611.111111,M,Southeast_Asia
819,819_M,2.90E-05,1611.111111,M,Southeast_Asia
820,820_M,0.000169,9388.888889,M,Southeast_Asia
821,821_M,0.000273,15166.66667,M,Southeast_Asia
822,822_M12,0.000217,12055.55556,M12,Southeast_Asia
823,823_M12,0.000178,9888.888889,M12,Southeast_Asia
824,824_M12,0.000178,9888.888889,M12,Southeast_Asia
825,825_M12,0.000154,8555.555556,M12,Southeast_Asia
826,826_M12,0.000307,17055.55556,M12,Southeast_Asia
827,827_M12,8.40E-05,4666.666667,M12,Southeast_Asia
828,828_M12,1.90E-05,1055.555556,M12,Southeast_Asia
829,829_M12,1.90E-05,1055.555556,M12,Southeast_Asia
830,830_M12,1.60E-05,888.8888889,M12,Southeast_Asia
831,831_M12,4.00E-06,222.2222222,M12,Southeast_Asia
832,832_M12,0.000123,6833.333333,M12,Southeast_Asia
833,833_M12,4.00E-06,222.2222222,M12,Southeast_Asia
834,834_M12,8.20E-05,4555.555556,M12,Southeast_Asia
835,835_M12,1.00E-05,555.5555556,M12,Southeast_Asia
836,836_M12,0,0,M12,Southeast_Asia
837,837_M13,3.30E-05,1833.333333,M13,Southeast_Asia
838,838_M13,1.90E-05,1055.555556,M13,Southeast_Asia
839,839_M13,0.000116,6444.444444,M13,Southeast_Asia
840,840_M13,1.90E-05,1055.555556,M13,Southeast_Asia
841,841_M13,9.00E-06,500,M13,Southeast_Asia
842,842_M17,0.000828,46000,M17,Southeast_Asia
843,843_M17,0,0,M17,Southeast_Asia
844,844_M17,0.000259,14388.88889,M17,Southeast_Asia
845,845_M17,0.00035,19444.44444,M17,Southeast_Asia
846,846_M17,0.000259,14388.88889,M17,Southeast_Asia
847,847_M17,3.00E-05,1666.666667,M17,Southeast_Asia
848,848_M17,1.00E-05,555.5555556,M17,Southeast_Asia
849,849_M17,5.00E-06,277.7777778,M17,Southeast_Asia
850,850_M17,5.00E-06,277.7777778,M17,Southeast_Asia
851,851_M17,1.00E-05,555.5555556,M17,Southeast_Asia
852,852_M17,7.00E-06,388.8888889,M17,Southeast_Asia
853,853_M17,1.00E-05,555.5555556,M17,Southeast_Asia
854,854_R9b,1.50E-05,833.3333333,R9b,Southeast_Asia
855,855_R9b,3.50E-05,1944.444444,R9b,Southeast_Asia
856,856_R9b,9.80E-05,5444.444444,R9b,Southeast_Asia
857,857_R9b,4.00E-06,222.2222222,R9b,Southeast_Asia
858,858_R9b,3.00E-06,166.6666667,R9b,Southeast_Asia
859,859_R9b,7.00E-06,388.8888889,R9b,Southeast_Asia
860,860_R9b,3.00E-06,166.6666667,R9b,Southeast_Asia
861,861_R9b,3.50E-05,1944.444444,R9b,Southeast_Asia
862,862_R9b,8.40E-05,4666.666667,R9b,Southeast_Asia
863,863_R9b,9.80E-05,5444.444444,R9b,Southeast_Asia
864,864_R9b,8.40E-05,4666.666667,R9b,Southeast_Asia
865,865_R9b,9.80E-05,5444.444444,R9b,Southeast_Asia
866,866_R9b,0.000153,8500,R9b,Southeast_Asia
867,867_R9b,2.10E-05,1166.666667,R9b,Southeast_Asia
868,868_R9b,2.10E-05,1166.666667,R9b,Southeast_Asia
869,869_R9b,0.00012,6666.666667,R9b,Southeast_Asia
870,870_R9b,0.00012,6666.666667,R9b,Southeast_Asia
871,871_R9b,0.000222,12333.33333,R9b,Southeast_Asia
872,872_R9b,8.60E-05,4777.777778,R9b,Southeast_Asia
873,873_R9b,8.60E-05,4777.777778,R9b,Southeast_Asia
874,874_R9b,0.000106,5888.888889,R9b,Southeast_Asia
875,875_R9b,1.10E-05,611.1111111,R9b,Southeast_Asia
876,876_R9b,5.00E-06,277.7777778,R9b,Southeast_Asia
877,877_R9b,5.00E-06,277.7777778,R9b,Southeast_Asia
878,878_R9b,3.10E-05,1722.222222,R9b,Southeast_Asia
879,879_R9c,0.000642,35666.66667,R9c,Southeast_Asia
880,880_M7,0.000144,8000,M7,Southeast_Asia
881,881_M7,0.000206,11444.44444,M7,Southeast_Asia
882,882_M7,0.000144,8000,M7,Southeast_Asia
883,883_M7,0.000144,8000,M7,Southeast_Asia
884,884_M7,4.50E-05,2500,M7,Southeast_Asia
885,885_M7,4.50E-05,2500,M7,Southeast_Asia
886,886_M7,6.40E-05,3555.555556,M7,Southeast_Asia
887,887_M7,6.40E-05,3555.555556,M7,Southeast_Asia
888,888_A,0.000581,32277.77778,A,Southeast_Asia
889,889_A,0.000581,32277.77778,A,Southeast_Asia
890,890_A,0.000331,18388.88889,A,Southeast_Asia
891,891_A,0.000378,21000,A,Southeast_Asia
892,892_A,0.000287,15944.44444,A,Southeast_Asia
893,893_A,0.000581,32277.77778,A,Southeast_Asia
894,894_A,0.000581,32277.77778,A,Southeast_Asia
895,895_A,0.000472,26222.22222,A,Southeast_Asia
896,896_B4,0.00085,47222.22222,B4,Southeast_Asia
897,897_B4,0.000659,36611.11111,B4,Southeast_Asia
898,898_B4,0.000523,29055.55556,B4,Southeast_Asia
899,899_B4,0.000244,13555.55556,B4,Southeast_Asia
900,900_B4,0.000244,13555.55556,B4,Southeast_Asia
